uri,title,identifier,external_id,record_type,note_with_search_term,note_type
/repositories/2/resources/638,Dimock Gallery records,RG0087,['39'],['resource'],"The Dimock Gallery of The George Washington University resides in the Lisner Auditorium, built in 1941. The Dimock (named for Susan Dimock Catalini, a University benefactor) opened in 1966, and is an educational gallery which provides a professional setting for the display of art on The George Washington University campus. With the active support of Department of Fine Arts and Art History students, the Dimock Gallery's mission provides for a ""hands-on"" experience for curating and presenting their creative endeavors. Ongoing student and faculty participation provides a forum for students to curate, display, and critique their creative efforts, and creates a learning environment in which students can organize exhibitions and learn about exhibition design with the advice of faculty and curators. From time to time, exhibitions will be staged in conjunction with Lisner Auditorium performances, such as Flamenco Festivals, other international collaborations, and academic programs. 

Douglas Teller joined the faculty at GW in 1962 and retired after a long and successful teaching career in 1995. A professor of design and printmaking, he taught courses in design, serigraphy, and watercolor as well. He forged new ground for printmaking within the University and for the Washington area, serving as a member of the Board of Directors of the Society of Washington Printmakers. When John Russell Mason, University Librarian and Curator of Art, retired in 1966, a void was created. It was filled by Professor Teller, who became the Dimock Gallery's first curator (1966-69). He established the university's gallery as a showcase for the university and Washington area, augmenting the contemporary arts holdings, and acknowledging GW's cultural and educational responsibilities to its students and local artists. Teller was succeeded as Curator of Art by Evelyn Stolte (September 1969-December 1971 and September 1972-May 1973); Gail Obenreder (January-June 1972); Donald C. Kline (June 1973-June 1975); and Lenore Miller (July 1975- ).

 N.B. This history note was written in 2005

",odd
/repositories/2/resources/6,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art public relations and graphics records",COR-0003-3-RG,['1495'],['resource'],"15884468

Series 1-6 holdings: 18169299
Series 7-13 holdings: 18169300",processinfo
/repositories/2/resources/9,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art financial records",COR-0004-0-RG,['1567'],['resource'],"15884503

Processed holdings: 18169331 Unprocessed holdings: 18169332

",otherfindaid
/repositories/2/resources/3,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art directors' records",COR-0002-0-RG,['1566'],['resource'],"15884454

holdings Series 1-17 and 30: 18169283  holdings Series 18-29: 18169286

",processinfo
/repositories/2/resources/5,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art development and membership records",COR-0003-2-RG,['1491'],['resource'],"15884463

Processed holdings: 18169293
Unprocessed holdings: 18169294",prefercite
/repositories/2/resources/134,John Russell Mason papers,MS0242-UA,['58'],['resource'],"John Russell Mason (1900-1981) was associated with The George Washington University (GW) for most of his adult life, first as a student, then as the University Librarian and Curator of Art from 1933 to 1966. 

Mason was born January 1, 1900 in Philadelphia, Pennsylvania, and his family moved to Washington, D.C. when he was a young boy. He graduated from Washington's Roosevelt High School, and entered GW in 1918. Mason earned an B.A. in 1923, and an M.A. in 1925 both concentrating in English. 

Mason began working in the library while an undergraduate and was appointed Chief Assistant in 1920. He was made Assistant Librarian following his gradation, a post he held until 1929. He decided to dedicate his career to librarianship, and enrolled in the Library School of Columbia University. Before finishing at Columbia in 1933, Mason was promoted at GW from Associate Librarian to the position of Chief Librarian the same year. In 1939, the Lisner Library was constructed and during Mason's service, the library holdings increased fourfold, including the purchase of the library of the Carnegie Endowment for International Peace in 1950. 

In 1944, he was given the added responsibly of being the Curator of Art. In that capacity he arranged 176 exhibitions of works of art which ranged from the Walter P. Chrysler Collection to the annual student shows. He was instrumental in the acquisition of two full length Gilbert Stuart portraits of George Washington, a Rembrandt Peale ""porthole"" portrait, and the oil portraits of presidents of the University. 

An accomplished organist, Mason played at numerous universality convocations and commencements for over thirty-five years. He also played for a number of Washington churches, among them Central Presbyterian Church from 1926 to 1944 as the organist. In 1951, the University honored him with an alumni achievement award, and in 1965 he was confirmed the status of Librarian and Curator of Art Emeritus. He retired officially a year later. 

He was a member of the American Library Association, the Library Association of Great Britain, the District of Columbia Library Association (serving as President from 1942 to 1944), the Special Libraries Association, the American Guild of Organists, Theta Delta Chi, the Cosmos Club, and the Arts Club of Washington. In 1974, the Friends of the Libraries dedicated the John Russell Mason Room in the University Library (named Gelman Library in 1980). 

He continued his life of bachelorhood at his long residence in the Arts Club of Washington until his death. John Russell Mason died February 28, 1981 in Washington, D.C. In 1983, Mason's will provided for the establishment of a $220,000 permanent endowment for the purchase of books for the Gelman Library, known as the John Russell Mason Book Fund.

 N.B. This history note was written in 2005

",odd
/repositories/2/resources/135,Frederick Gutheim papers,MS0244-UA,['59'],['resource'],"John Russell Mason (1900-1981) was associated with The George Washington University (GW) for most of his adult life, first as a student, then as the University Librarian and Curator of Art from 1933 to 1966. 

Mason was born January 1, 1900 in Philadelphia, Pennsylvania, and his family moved to Washington, D.C. when he was a young boy. He graduated from Washington's Roosevelt High School, and entered GW in 1918. Mason earned an B.A. in 1923, and an M.A. in 1925 both concentrating in English. 

Mason began working in the library while an undergraduate and was appointed Chief Assistant in 1920. He was made Assistant Librarian following his gradation, a post he held until 1929. He decided to dedicate his career to librarianship, and enrolled in the Library School of Columbia University. Before finishing at Columbia in 1933, Mason was promoted at GW from Associate Librarian to the position of Chief Librarian the same year. In 1939, the Lisner Library was constructed and during Mason's service, the library holdings increased fourfold, including the purchase of the library of the Carnegie Endowment for International Peace in 1950. 

In 1944, he was given the added responsibly of being the Curator of Art. In that capacity he arranged 176 exhibitions of works of art which ranged from the Walter P. Chrysler Collection to the annual student shows. He was instrumental in the acquisition of two full length Gilbert Stuart portraits of George Washington, a Rembrandt Peale ""porthole"" portrait, and the oil portraits of presidents of the University. 

An accomplished organist, Mason played at numerous universality convocations and commencements for over thirty-five years. He also played for a number of Washington churches, among them Central Presbyterian Church from 1926 to 1944 as the organist. In 1951, the University honored him with an alumni achievement award, and in 1965 he was confirmed the status of Librarian and Curator of Art Emeritus. He retired officially a year later. 

He was a member of the American Library Association, the Library Association of Great Britain, the District of Columbia Library Association (serving as President from 1942 to 1944), the Special Libraries Association, the American Guild of Organists, Theta Delta Chi, the Cosmos Club, and the Arts Club of Washington. In 1974, the Friends of the Libraries dedicated the John Russell Mason Room in the University Library (named Gelman Library in 1980). 

He continued his life of bachelorhood at his long residence in the Arts Club of Washington until his death. John Russell Mason died February 28, 1981 in Washington, D.C. In 1983, Mason's will provided for the establishment of a $220,000 permanent endowment for the purchase of books for the Gelman Library, known as the John Russell Mason Book Fund.

 N.B. This history note was written in 2005

",accessrestrict
/repositories/2/resources/11,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art registrar's office records",COR-0005-1-RG,['1569'],['resource'],"15884510

Processed holdings: 18169336 Unprocessed holdings: 18169337

",processinfo
/repositories/2/resources/18,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran School of Art + Design records",COR-0009-0-RG,['1578'],['resource'],"15884697

Processed holdings: 18169508 Unprocessed holdings: 18169509

",prefercite
/repositories/2/resources/10,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art curatorial office records",COR-0005-0-RG,['1570'],['resource'],"Bib# 15884507

holdings for series 1-9: 18169334  holdings for series 10-36: 18169335

",processinfo
/repositories/2/resources/14,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art education department records",COR-0006-0-RG,['1503'],['resource'],"Bib# 15884526

Series 1-13 holdings: 18169353
Series 14-21 holdings: 18169354",processinfo
/repositories/2/resources/4,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art rental records",COR-0003-1-RG,['1493'],['resource'],"15884460

holdings:18169290
",arrangement
/repositories/2/resources/16,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art Women's Committee records",COR-0008-1-RG,['1576'],['resource'],"15884607
holdings: 18169426

",processinfo
/repositories/2/resources/17,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art Friends records",COR-0008-2-RG,['1506'],['resource'],"15884667
holdings: 18169490",arrangement
/repositories/2/resources/677,Jacob Burns Law Library records,RG0129,['504'],['resource'],"The Jacob Burns Law Library is the library for the National Law Center of The George Washington University (GW) . The library building was completed in 1967. The library is named after a prominent New York lawyer, who was a 1924 graduate of the National Law Center and started the building project by donating $500,000. The library began within the regulations of government for the new law school in 1826 stipulated that ""Each student before he can receive a ticket to the Professors for admission to the Law Lectures, shall pay ten dollars to the Treasurer of the College, for the purpose of defraying the expenses of, and increasing the Law Library, to be expended under the direction of the Professors of Law, for the sole use of the school.""

The Law Library, part of Columbian College's Law School, was first located in Columbia Heights. From 1865 to 1884 the Library was at old Trinity Church 416 5th St. NW and then moved to the University Building at 15th and H St. NW through 1899. During this time the library was a room with an attached reading room. In 1899, the Law Library moved to the Law Lecture Hall on H St. east of 15th St. till 1910. Here the library had most of the third floor and the reading room contained wicker furniture with shelves against the wall. Then the library relocated to the rented upper floors of the Masonic Temple's auditorium's balcony on 13th St. and New York Ave. NW for the next ten years. In 1920, the Law Library transfered to the old Justice Department Building at 1435 K St. NW until 1925. Then the Law Library moved to the fourth floor and part of the third floor of Stockton Hall (720 20th St. NW) through 1967 with intermited storage times in the basement of Linser Library on G St. NW. During the 1950s plans for the National Law Center building were abortive but allowed a partial fund for the Jacob Burns Law Library. In 1967, the Law Library moved into the Jacob Burns Law Library next door to Stockton Hall at 716 20th St. NW. The building is designed to hold 170,000 volumes, four reading rooms, a seminar room, offices, and space for microform readers. In 2005, the library grew to hold over 500,000 volumes.

During 1865-1866, the Law School was revived with the prospectus stating that ""the Library of the Law School will be furnished with all the important Text Books, Reports, and other Books of reference. The unequalled collection of the Congressional Library is open during six hours of each day to all who wish to examine any authority, or to take notes from any book of reference, ancient or modern."" The Law School focused on the United States courts, the District of Columbia courts, and adjacent states with the knowledge of the Library of Congress's Law Library and the other University libraries could fill in many of the gaps for students. In 1929, the library started a card catalogue using the Library of Congress cards and in 1969 the new Library of Congress KF schedule. In 1932, the Law Library stated a periodical exchange program using ""George Washington Law Review"" to develop its periodical collection. Under David L. Moore in 1946, the library placed a standing order for all United Nations publications published in English. During the 1950s the University Library acquired the Carnegie Endowment for International Peace, which the Law Library incorporated part into its holdings. A faculty library committee serves to assist directing the library's development for the Library School. 

During the 1920s-1930s an endowment in memory of Professor William Arden Maury, which the collection is named after by faculty vote assisted the library to grow although the endowment did not reach a sufficient sum to endow the library. In 1965 Professor Emeritus James Oliver Murdock established the International and Foreign Law Acquisitions Endowment Fund for the National Law Center Library. This spread the collection to include more international works. Other gift funds assist enriching the library including the James C. Sapienza Memorial Fund.

One of the earliest known librarians for the Law Library was L.A. McGee and Professor W. R. Vance in 1904-1905. Rufus H. Tilton was the Law Librarian around 1909-1911. From 1921 to1922 Frances Elizabeth Park was librarian with around 10,000 volumes to maintain. Miss Helen Catherine Newman became an assistant librarian under Emanuel C. Davidove in 1923 and Ernest H. Oliver in 1925. Miss. Newman was the Law School secretary until she became the law librarian from 1927 to 1942 that started the card catalog and annual reports for the Law Library. Miss. Newman served as the national president of the American Association of Law Libraries, the editor or the ""Law Library Journal"", served as a GW Board of Trustee for two terms, and as the Librarian of the United States Supreme court from 1947-1965. During the three years after Miss Newman leaving GW, there were three interim librarians in order: W.D. Kilgore, Madora Jane Doherty, and Ellis Champlin. Ella Cooper Thomas then served from 1946 to 1952 to be succeeded by David L. Moore. In 1953, Miss. Bertha M. Rothe served as Law Librarian until 1960 when Hugh Y. Bernard took over the collection of 54,000. Rothe and Bernard were the first to have professional training in law and library science and work at the library. Bernard was the first full-time Law Librarian to be given faculty status in 1962. 

This was written in 2005. 

",odd
/repositories/2/resources/1,"Corcoran Gallery of Art and Corcoran College of Art + Design, Corcoran Gallery of Art board of trustees records",COR-0001-0-RG,['1489'],['resource'],"15884449

holdings: 18169277
",arrangement
/repositories/2/resources/206,C. Darwin Stolzenbach papers,MS2028,['120'],['resource'],"The C. Darwin Stolzenbach papers relate to the history of WMATA and of regional mass transportation. The material dates from 1930 through 1988, with only one item, a report in Washington traffic problems, dating from 1930. The bulk of the documents date from 1960 to 1969. Documents dating from 1979 through 1988 are related primarily to Stolzenbach's three-year tenure as Chairman and President of the Institute for the Study of Transportation

The Papers were the private collection of C. Darwin Stolzenbach, accumulated over the course of twenty-five years. Information as to how he acquired many of those documents (such as related to the reading files and the civil action suits) is absent from either the donor file or Stolzenbach's personal correspondence. All rights, such as they were held by the donor at the time of transfer, were transferred to the George Washington University at the time of donation. Further, no restrictions on the use of the documents in the collection were made by the donor at the times of tranfer.

The C. Darwin Stolzenbach Papers, together with four other manuscript collections, were processed under a grant from the National Historic Publications and Records Commission. The grant, entitled ""The Nation's Hometown History"" was awarded in the fall of 1990. This collection complements other Department of Special Collections holdings related to the history of WMATA and of regional mass transportation. Relevant manuscript collections for further research include the: Cody Pfanstiehl Papers, WMATA Metro History Project Collection, WMATA Metrorail Specifications Collection, and Greater Washington Board of Trade Records.

C. Darwin Stolzenbach, who changed his last name to Fairweather sometime during the early 1980's, studied physics at MIT from 1932 to 1935. Soon thereafter, he moved to the Washington area, attending the George Washington University from 1939 to 1935, where he studied political science, and the American University from 1941 to 1942, studying public administration.

From 1941 to 1944 he served in the Office of the Chief of Engineers in the United States Army Air Forces as a program analyst. Following that, for four years beginning in 1944, Stolzenbach worked as an economist in the Bureau of the Budget, and beginning in 1948 as Special Assistant to the Secretary of Commerce for Transportation Policy Planning. In 1951 he became a senior operations research analyst at the Johns Hopkins University's Operations Research Office. There he conducted assessments of the defense of the United States from attack by missiles and bombers.

In 1961, Stolzenbach was named by President Kennedy to replace H. Holmes Vogel as Administrator of the National Capital Transportation Agency (NCTA), who had himself been appointed by President Eisenhower. Until his resignation in 1965, Stolzenbach oversaw the development and application of a comprehensive highway and mass transit plan for the National Capital region. By 1965, the NCTA had laid the foundations for a subway system and drafted plans for the proposed Inner Loop, I-266, and Three Sisters Bridge projects. In his letter of resignation, Stolzenbach made it clear that the research and operations analysis having been completed, Stolzenbach believed that he had guided the NCTA through those phases that required his expertise. He was succeeded by Walter McCarter.

As an advisory agency, the NCTA did not actually implement the plans that it proposed. That job fell to the Department of Transportation. However, the Agency did conduct extensive research and studies to determine the feasibility of subways and inner-city expressways. Most of the highway proposals submitted by the NCTA were eventually abandoned; controversy and lawsuits slowed their development for over ten years. The subway system was not adopted in the form proposed by the NCTA, but served as the basis for the system proposed by the Washington Metropolitan Area Transit Authority (WMATA). WMATA succeeded the NCTA as the agency charged with implementing the Capital-region mass transit proj ect. Established in 1967 by a Charter between the governments of the District of Columbia, Maryland, and Virginia, the WMATA was granted the authority to construct, not merely advise. In this capacity, WMATA completed at least part of the work first mapped out by the NCTA.

First in 1979 and again in 1984, Stolzenbach established research projects. The first, the Metro History Project, was funded by a grant from the Mass Transportation Administration. The second, the Institute for the Study of Transportation, was a taxexempt research organization. Both projects were dedicated to writing monographs and manuscripts on the history of the highway and subway projects in the Washington area. Apparently, much of the material in Stolzenbach's collection was reorganized as he consulted it during his research.



",odd
